,Unit,Abbr,Lost,Kills,LostAvg,KillsAvg
2821,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,11,41,35.71428571,33.85714286
2824,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,17,14,35.71428571,33.85714286
2825,Gaesamica (Javelineers),GAES,4,27,35.71428571,33.85714286
2826,Mezugenoi (Celtiberian Swordsmen),MEZU,0,22,35.71428571,33.85714286
2827,Mezugenoi (Celtiberian Swordsmen),MEZU,5,78,35.71428571,33.85714286
2829,Brigantinoi (Celtiberian Champions),BRIG,40,64,32.46875,35.53125
2830,Brigantinoi (Celtiberian Champions),BRIG,0,23,32.46875,35.53125
2831,Brigantinoi (Celtiberian Champions),BRIG,28,80,32.46875,35.53125
2832,Brigantinoi (Celtiberian Champions),BRIG,18,90,32.46875,35.53125
2833,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,5,7,32.46875,35.53125
2836,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,76,97,32.46875,35.53125
2837,Cohors Reformata (Post Marian Legionary Cohort),COHO,63,67,32.46875,35.53125
2838,Cohors Reformata (Post Marian Legionary Cohort),COHO,76,27,32.46875,35.53125
2841,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,22,17,32.46875,35.53125
2844,Gaesamica (Javelineers),GAES,12,1,32.46875,35.53125
2845,Hoplitai (Greek ClassIcal Hoplites),HOPL,24,42,32.46875,35.53125
2846,Hoplitai (Greek ClassIcal Hoplites),HOPL,66,50,32.46875,35.53125
2847,Hoplitai (Greek ClassIcal Hoplites),HOPL,35,45,32.46875,35.53125
2848,Mezugenoi (Celtiberian Swordsmen),MEZU,2,15,32.46875,35.53125
2849,Mezugenoi (Celtiberian Swordsmen),MEZU,57,34,32.46875,35.53125
2852,Mistophoros Strategos (Hellenistic Mercenary General),MIST,50,72,32.46875,35.53125
2853,Mistophoros Strategos (Hellenistic Mercenary General),MIST,53,27,32.46875,35.53125
2854,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,10,12,32.46875,35.53125
2855,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,12,83,32.46875,35.53125
2856,Pantodapoi (Hellenic Native Spearmen),PANT,95,16,32.46875,35.53125
2858,Dorkim Shardanim (Sardinian Infantry),SARD,8,26,32.46875,35.53125
2859,Dorkim Shardanim (Sardinian Infantry),SARD,16,7,32.46875,35.53125
2860,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,37,18,59.66666667,33.33333333
2861,Hoplital Haplol (Greek Levy Hoplites),HOPH,71,53,59.66666667,33.33333333
2862,Hoplital Haplol (Greek Levy Hoplites),HOPH,71,29,59.66666667,33.33333333
2863,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,33,15,44.33333333,12.2
2866,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,81,7,44.33333333,12.2
2867,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,92,10,44.33333333,12.2
2868,Machimoi (Native Egyptian Infantry),MACH,55,12,44.33333333,12.2
2869,Machimoi (Native Egyptian Infantry),MACH,48,5,44.33333333,12.2
2870,Mistophoros Strategos (Hellenistic Mercenary General),MIST,47,4,44.33333333,12.2
2871,Peltastai (Hellenic Heavy Skirmishers),PELT,37,13,44.33333333,12.2
2872,Peltastai (Hellenic Heavy Skirmishers),PELT,38,32,44.33333333,12.2
2874,Qala'im 'Arabim (Arabian Slingers),QALA,0,19,44.33333333,12.2
2876,Qala'im 'Arabim (Arabian Slingers),QALA,34,7,44.33333333,12.2
2877,Qala'im 'Arabim (Arabian Slingers),QALA,50,3,44.33333333,12.2
2886,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,43,28,9.368421053,10.68421053
2887,Hoplital Haplol (Greek Levy Hoplites),HOPH,18,11,9.368421053,10.68421053
2891,Mezugenoi (Celtiberian Swordsmen),MEZU,13,90,9.368421053,10.68421053
2895,Pantodapoi (Hellenic Native Spearmen),PANT,30,0,9.368421053,10.68421053
2897,Unlocalized Arabic General,ARAB,12,109,18.43478261,17.47826087
2899,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,16,17,18.43478261,17.47826087
2902,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,3,21,18.43478261,17.47826087
2903,Machimoi (Native Egyptian Infantry),MACH,7,9,18.43478261,17.47826087
2904,Machimoi (Native Egyptian Infantry),MACH,21,15,18.43478261,17.47826087
2911,Mistophoros Strategos (Hellenistic Mercenary General),MIST,23,85,18.43478261,17.47826087
2912,Pantodapoi (Hellenic Native Spearmen),PANT,62,15,18.43478261,17.47826087
2913,Pantodapoi (Hellenic Native Spearmen),PANT,5,7,18.43478261,17.47826087
2914,Peltastai (Hellenic Heavy Skirmishers),PELT,9,7,18.43478261,17.47826087
2916,Peltastai (Hellenic Heavy Skirmishers),PELT,47,6,18.43478261,17.47826087
2917,Qala'im 'Arabim (Arabian Slingers),QALA,0,23,18.43478261,17.47826087
2919,Qala'im 'Arabim (Arabian Slingers),QALA,1,12,18.43478261,17.47826087
2921,Brigantinoi (Celtiberian Champions),BRIG,0,17,5.35,19.10526316
2922,Brigantinoi (Celtiberian Champions),BRIG,0,45,5.35,19.10526316
2923,Brigantinoi (Celtiberian Champions),BRIG,0,28,5.35,19.10526316
2924,Brigantinoi (Celtiberian Champions),BRIG,2,23,5.35,19.10526316
2928,Cohors Reformata (Post Marian Legionary Cohort),COHO,7,19,5.35,19.10526316
2929,Cohors Reformata (Post Marian Legionary Cohort),COHO,24,12,5.35,19.10526316
2932,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,19,17,5.35,19.10526316
2935,Gaesamica (Javelineers),GAES,1,12,5.35,19.10526316
2937,Mezugenoi (Celtiberian Swordsmen),MEZU,0,37,5.35,19.10526316
2938,Mezugenoi (Celtiberian Swordsmen),MEZU,0,21,5.35,19.10526316
2940,Brigantinoi (Celtiberian Champions),BRIG,9,22,14.25,28.05
2941,Brigantinoi (Celtiberian Champions),BRIG,58,29,14.25,28.05
2942,Brigantinoi (Celtiberian Champions),BRIG,10,76,14.25,28.05
2943,Brigantinoi (Celtiberian Champions),BRIG,1,34,14.25,28.05
2944,Brigantinoi (Celtiberian Champions),BRIG,3,89,14.25,28.05
2945,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,21,29,14.25,28.05
2949,Cohors Reformata (Post Marian Legionary Cohort),COHO,8,15,14.25,28.05
2952,Gaesamica (Javelineers),GAES,1,17,14.25,28.05
2954,Gaesamica (Javelineers),GAES,2,31,14.25,28.05
2956,Mezugenoi (Celtiberian Swordsmen),MEZU,0,24,14.25,28.05
2957,Mezugenoi (Celtiberian Swordsmen),MEZU,0,12,14.25,28.05
2958,Mezugenoi (Celtiberian Swordsmen),MEZU,2,29,14.25,28.05
2959,Mezugenoi (Celtiberian Swordsmen),MEZU,73,30,14.25,28.05
2960,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,23,0,18.05555556,28.11111111
2961,Celtae Vollorix (Celtic Lesser King),CELT,11,0,18.05555556,28.11111111
2962,Celtae Vollorix (Celtic Lesser King),CELT,6,38,18.05555556,28.11111111
2963,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,4,18,18.05555556,28.11111111
2964,Cohors Reformata (Post Marian Legionary Cohort),COHO,27,60,18.05555556,28.11111111
2969,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,25,47,18.05555556,28.11111111
2973,Kluddacorii (Alpine Shortswordsmen),KLUD,28,14,18.05555556,28.11111111
2974,Mori Gaesum (Helvetii Phalanx),MORI,21,151,18.05555556,28.11111111
2975,Peltastai (Hellenic Heavy Skirmishers),PELT,12,25,18.05555556,28.11111111
2976,Peltastai (Hellenic Heavy Skirmishers),PELT,14,20,18.05555556,28.11111111
2977,Tekastos (RhaetJc Axemen),TEKA,14,92,18.05555556,28.11111111
2978,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,46,77,29.46666667,87.8
2979,Cohors Reformata (Post Marian Legionary Cohort),COHO,50,9,29.46666667,87.8
2983,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,7,19,29.46666667,87.8
2985,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,4,177,29.46666667,87.8
2986,Gaesamica (Javelineers),GAES,71,65,29.46666667,87.8
2988,Mezugenoi (Celtiberian Swordsmen),MEZU,2,38,29.46666667,87.8
2989,Mezugenoi (Celtiberian Swordsmen),MEZU,91,11,29.46666667,87.8
2990,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,83,254,29.46666667,87.8
2991,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,6,253,29.46666667,87.8
2992,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,7,83,29.46666667,87.8
2997,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,0,15,41.24,53.28
2998,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,59,251,41.24,53.28
2999,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,80,143,41.24,53.28
3000,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,63,179,41.24,53.28
3001,Cohors Reformata (Post Marian Legionary Cohort),COHO,101,93,41.24,53.28
3004,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,54,31,41.24,53.28
3006,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,100,10,41.24,53.28
3007,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,60,11,41.24,53.28
3008,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,22,6,41.24,53.28
3010,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,76,111,41.24,53.28
3013,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,33,73,41.24,53.28
3014,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,23,48,41.24,53.28
3015,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,32,78,41.24,53.28
3016,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,26,45,41.24,53.28
3017,Gaesamica (Javelineers),GAES,18,3,41.24,53.28
3020,Hoplitai (Greek ClassIcal Hoplites),HOPL,82,74,41.24,53.28
3021,Hoplitai (Greek ClassIcal Hoplites),HOPL,65,176,41.24,53.28
3023,Mezugenoi (Celtiberian Swordsmen),MEZU,1,33,41.24,53.28
3025,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,60,330,41.24,53.28
3026,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,64,95,41.24,53.28
3027,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,18,71,41.24,53.28
3028,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,52,30,41.24,53.28
3029,Peltastai (Hellenic Heavy Skirmishers),PELT,80,0,41.24,53.28
3031,Peltastai (Hellenic Heavy Skirmishers),PELT,80,91,41.24,53.28
3032,Peltastai (Hellenic Heavy Skirmishers),PELT,75,84,41.24,53.28
3033,Principes (Camillan Heavy Infantry Maniple),PRIN,28,23,41.24,53.28
3034,Qala'im 'Arabim (Arabian Slingers),QALA,34,31,41.24,53.28
3047,Unlocalized Arabic General,ARAB,7,8,17.07692308,27.30769231
3048,Unlocalized Arabic General,ARAB,14,45,17.07692308,27.30769231
3049,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,3,22,17.07692308,27.30769231
3052,Qala'im 'Arabim (Arabian Slingers),QALA,32,25,17.07692308,27.30769231
3053,Qala'im 'Arabim (Arabian Slingers),QALA,10,11,17.07692308,27.30769231
3054,Qala'im 'Arabim (Arabian Slingers),QALA,35,36,17.07692308,27.30769231
3058,Unlocalized Arabic General,ARAB,34,216,17.07692308,27.30769231
3060,Machimoi (Native Egyptian Infantry),MACH,49,119,17.07692308,27.30769231
3061,Machimoi (Native Egyptian Infantry),MACH,24,13,17.07692308,27.30769231
3062,Mistophoros Strategos (Hellenistic Mercenary General),MIST,34,272,17.07692308,27.30769231
3063,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,48,220,17.07692308,27.30769231
3064,Peltastai (Hellenic Heavy Skirmishers),PELT,9,11,17.07692308,27.30769231
3070,Unlocalized Arabic General,ARAB,9,61,22.23076923,23.23076923
3072,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,5,14,22.23076923,23.23076923
3073,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,11,20,22.23076923,23.23076923
3074,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,2,12,22.23076923,23.23076923
3075,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,12,31,22.23076923,23.23076923
3076,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,5,18,22.23076923,23.23076923
3079,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,17,26,22.23076923,23.23076923
3080,Hoplitai (Greek ClassIcal Hoplites),HOPL,17,34,22.23076923,23.23076923
3081,Hoplitai (Greek ClassIcal Hoplites),HOPL,39,3,22.23076923,23.23076923
3082,Hoplitai (Greek ClassIcal Hoplites),HOPL,12,7,22.23076923,23.23076923
3083,Hoplitai (Greek ClassIcal Hoplites),HOPL,22,22,22.23076923,23.23076923
3084,Hoplitai (Greek ClassIcal Hoplites),HOPL,54,12,22.23076923,23.23076923
3085,Iberi Milites (Iberian Light Spearman),IBER,97,4,22.23076923,23.23076923
3086,Iberi Milites (Iberian Light Spearman),IBER,60,2,22.23076923,23.23076923
3092,Mistophoros Strategos (Hellenistic Mercenary General),MIST,52,79,22.23076923,23.23076923
3093,Mistophoros Strategos (Hellenistic Mercenary General),MIST,63,106,22.23076923,23.23076923
3094,Mistophoros Strategos (Hellenistic Mercenary General),MIST,45,49,22.23076923,23.23076923
3095,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,8,18,22.23076923,23.23076923
3096,Pantodapoi (Hellenic Native Spearmen),PANT,3,41,22.23076923,23.23076923
3097,Peltastai (Hellenic Heavy Skirmishers),PELT,1,44,22.23076923,23.23076923
3098,Peltastai (Hellenic Heavy Skirmishers),PELT,4,23,22.23076923,23.23076923
3099,Peltastai (Hellenic Heavy Skirmishers),PELT,18,47,22.23076923,23.23076923
3100,Qala'im 'Arabim (Arabian Slingers),QALA,13,21,22.23076923,23.23076923
3101,Qala'im 'Arabim (Arabian Slingers),QALA,0,12,22.23076923,23.23076923
3102,Qasatim Numidim (Numidian Archers),QASA,5,8,22.23076923,23.23076923
3103,Dorkim Shardanim (Sardinian Infantry),SARD,6,19,22.23076923,23.23076923
