,date,max,min,precip
3093,6/20/2018,84.9,63,0
3094,6/21/2018,80.1,64,0
3095,6/22/2018,70,60.1,0
3096,6/23/2018,64.9,60.1,0
3097,6/24/2018,77,59,0.26
3098,6/25/2018,73.9,61,0.33
3099,6/26/2018,79,60.1,0
3100,6/27/2018,80.1,63,0.09
3101,6/28/2018,75.9,64.9,1.16
3102,6/29/2018,90,72,0
3103,6/30/2018,91.9,75,0
3104,7/1/2018,91.9,70,0
3105,7/2/2018,84,69.1,0
3106,7/3/2018,98.1,73,0.01
3107,7/4/2018,87.1,73,0
3108,7/5/2018,93.9,73.9,0
3109,7/6/2018,86,64.9,0.35
3110,7/7/2018,75,61,0
3111,7/8/2018,81,61,0
3112,7/9/2018,91,64.9,0
3113,7/10/2018,96.1,68,0
3114,7/11/2018,75,66,0.19
3115,7/12/2018,73.9,64.9,0
3116,7/13/2018,78.1,64,0
3117,7/14/2018,75.9,63,0.31
3118,7/15/2018,79,66.9,0.01
3119,7/16/2018,77,66.9,0
3120,7/17/2018,91,69.1,2.68
3121,7/18/2018,82.9,69.1,0.06
3122,7/19/2018,77,64.9,0
3123,7/20/2018,79,66,0
3124,7/21/2018,73.9,63,0
3125,7/22/2018,78.1,66.9,0.17
3126,7/23/2018,86,75,0.03
3127,7/24/2018,88,73,0
3128,7/25/2018,87.1,75,0.14
3129,7/26/2018,86,73,0.6
3130,7/27/2018,90,71.1,0
3131,7/28/2018,87.1,72,0
3132,7/29/2018,84,73.9,0
3133,7/30/2018,82,70,0
3134,7/31/2018,82,69.1,0
3135,8/1/2018,84,68,0
3136,8/2/2018,95,75.9,0
3137,8/3/2018,91,77,0.06
3138,8/4/2018,84.9,73,0.64
3139,8/5/2018,87.1,70,0
3140,8/6/2018,96.1,73,0
3141,8/7/2018,95,77,0
3142,8/8/2018,84.9,73.9,0.98
3143,8/9/2018,90,73.9,0.06
3144,8/10/2018,88,72,0
3145,8/11/2018,73,66.9,0.39
3146,8/12/2018,75,66.9,1.38
3147,8/13/2018,73.9,68,0.29
3148,8/14/2018,80.1,69.1,0.01
3149,8/15/2018,88,70,0
3150,8/16/2018,91,75,0
3151,8/17/2018,80.1,70,0.2
3152,8/18/2018,88,66.9,0.13
3153,8/19/2018,73,66.9,0.01
3154,8/20/2018,73.9,66.9,0
3155,8/21/2018,72,64.9,0
3156,8/22/2018,84,66,0.5
3157,8/23/2018,80.1,66,0
3158,8/24/2018,84.9,62.1,0
3159,8/25/2018,82,66,0
3160,8/26/2018,84,62.1,0
3161,8/27/2018,90,73,0
3162,8/28/2018,97,75,0
3163,8/29/2018,98.1,81,0
3164,8/30/2018,91.9,71.1,0
3165,8/31/2018,73,63,0
3166,9/1/2018,73.9,63,0
3167,9/2/2018,84,64,0
3168,9/3/2018,96.1,73,0
3169,9/4/2018,87.1,73,0
3170,9/5/2018,91.9,71.1,0
3171,9/6/2018,97,73.9,0.03
3172,9/7/2018,75,66,0
3173,9/8/2018,71.1,59,0
3174,9/9/2018,64.9,57,0
3175,9/10/2018,68,62.1,0.76
3176,9/11/2018,75,64.9,0.53
3177,9/12/2018,70,66,0.26
3178,9/13/2018,71.1,64.9,0.44
3179,9/14/2018,75,64.9,0
3180,9/15/2018,73,63,0
3181,9/16/2018,81,63,0
3182,9/17/2018,84.9,66.9,0
3183,9/18/2018,77,69.1,1.15
3184,9/19/2018,71.1,62.1,0
3185,9/20/2018,66,60.1,0
3186,9/21/2018,73,61,0
3187,9/22/2018,73,57,0.03
3188,9/23/2018,64.9,53.1,0
3189,9/24/2018,60.1,54,0
3190,9/25/2018,71.1,57,1.24
3191,9/26/2018,84,68,0.28
3192,9/27/2018,71.1,61,0.05
3193,9/28/2018,62.1,57.9,0.35
3194,9/29/2018,73.9,55,0
3195,9/30/2018,70,54,0
3196,10/1/2018,68,57,0.06
3197,10/2/2018,64,57,0.29
3198,10/3/2018,64,54,0.21
3199,10/4/2018,73,59,0
3200,10/5/2018,69.1,53.1,0
3201,10/6/2018,63,51.1,0
3202,10/7/2018,80.1,60.1,0.1
3203,10/8/2018,60.1,55,0
3204,10/9/2018,80.1,57.9,0
3205,10/10/2018,86,68,0
3206,10/11/2018,72,57.9,0.6
3207,10/12/2018,63,51.1,0.09
3208,10/13/2018,54,46,0.13
3209,10/14/2018,59,45,0
3210,10/15/2018,70,45,0.07
3211,10/16/2018,60.1,46.9,0.03
3212,10/17/2018,63,44.1,0
3213,10/18/2018,48.9,39,0
3214,10/19/2018,63,37,0
3215,10/20/2018,66,48.9,0
3216,10/21/2018,53.1,37,0.03
3217,10/22/2018,54,34,0
3218,10/23/2018,55.9,41,0.41
3219,10/24/2018,48.9,41,0.04
3220,10/25/2018,51.1,37,0
3221,10/26/2018,48,34,0
3222,10/27/2018,52,43,1.17
3223,10/28/2018,54,43,0.03
3224,10/29/2018,60.1,44.1,0.52
3225,10/30/2018,50,39,0
3226,10/31/2018,57.9,37,0
3227,11/1/2018,64,53.1,0.01
3228,11/2/2018,70,53.1,0.36
3229,11/3/2018,68,46.9,1.39
3230,11/4/2018,55.9,42.1,0
3231,11/5/2018,52,46,0.36
3232,11/6/2018,60.1,48,0.78
3233,11/7/2018,64,53.1,0
3234,11/8/2018,57,44.1,0
3235,11/9/2018,50,37.9,1.1
3236,11/10/2018,50,37,0.45
3237,11/11/2018,46,35.1,0
3238,11/12/2018,50,33.1,0
3239,11/13/2018,54,42.1,1.1
3240,11/14/2018,42.1,25.2,0
3241,11/15/2018,37.9,23.2,0.46
3242,11/16/2018,46,35.1,0.57
3243,11/17/2018,50,37,0
3244,11/18/2018,41,37.9,0
3245,11/19/2018,41,36,0.17
3246,11/20/2018,42.1,35.1,0.4
3247,11/21/2018,43,24.3,0
3248,11/22/2018,24.3,14.2,0
3249,11/23/2018,32,15.3,0
3250,11/24/2018,46.9,29.1,0
3251,11/25/2018,48.9,42.1,0.78
3252,11/26/2018,46.9,42.1,0.87
3253,11/27/2018,48.9,37.9,0.46
3254,11/28/2018,44.1,36,0
3255,11/29/2018,46,37,0
3256,11/30/2018,44.1,33.1,0
3257,12/1/2018,45,35.1,0
3258,12/2/2018,51.1,41,0.75
3259,12/3/2018,57.9,44.1,0
3260,12/4/2018,44.1,27.1,0
3261,12/5/2018,36,25.2,0
3262,12/6/2018,42.1,30.2,0
3263,12/7/2018,39.9,26.2,0
3264,12/8/2018,31.1,20.1,0
3265,12/9/2018,37,23.2,0
3266,12/10/2018,39,26.2,0
3267,12/11/2018,37.9,23.2,0
3268,12/12/2018,39,24.3,0
3269,12/13/2018,35.1,21.2,0
3270,12/14/2018,46,29.1,0
3271,12/15/2018,55,39.9,0
3272,12/16/2018,45,41,0.54
3273,12/17/2018,43,36,0.04
3274,12/18/2018,39,25.2,0.02
3275,12/19/2018,42.1,24.3,0
3276,12/20/2018,50,32,0
3277,12/21/2018,64.9,43,0.61
3278,12/22/2018,55.9,37,0.02
3279,12/23/2018,43,33.1,0
3280,12/24/2018,39,32,0
3281,12/25/2018,39,29.1,0
3282,12/26/2018,39.9,26.2,0
3283,12/27/2018,37.9,30.2,0
3284,12/28/2018,57,34,0.33
3285,12/29/2018,54,32,0
3286,12/30/2018,34,26.2,0
3287,12/31/2018,45,31.1,0.41
